Id_Funcionario,Idade,Valor Diaria,Indice_Envolvimento_Trabalho,Nivel_Satisfacao_Trabalho,Salario_Mensal,Numero_Empresas_Anteriores,Disponivel_Hora_Extra,Percentual_Ultimo_Aumento_Salario,Aval_Performance,Anos_Experiencia,Numero_Treinamentos_Ano_Anterior,Anos_na_Empresa,Anos_Funcao_Atual,Anos_Desde_Ultima_Promocao,Anos_com_Gerente_Atual,Promocao_Recomendada,Id_Funcao,Id_Departamento,Id_Viagem,Id_Genero,Id_Estado_Civil
809,42,570,3,4,18430,1,N,13,3,24,4,24,7,14,9,Sim,5,1,2,2,3
811,23,1243,4,1,1601,1,S,21,4,1,2,0,0,0,0,Não,2,1,1,2,2
812,24,1092,2,2,2694,1,N,11,3,1,4,1,0,0,0,Não,2,1,3,2,3
813,52,1325,3,3,3149,8,N,20,4,9,3,5,2,1,4,Não,2,1,1,1,2
815,50,691,3,3,17639,5,N,16,3,30,3,4,3,0,3,Não,6,1,1,2,2
816,29,805,2,1,2319,1,S,11,3,1,1,1,0,0,0,Não,2,1,1,1,2
817,33,213,3,3,11691,0,N,11,3,14,3,13,9,3,7,Não,6,1,1,2,2
819,33,118,3,1,5324,5,N,15,3,6,3,3,2,0,2,Não,1,1,1,1,1
820,47,202,3,4,16752,1,S,11,3,26,3,26,14,3,0,Não,5,1,1,1,2
823,36,676,3,2,5228,0,N,15,3,10,2,9,7,0,5,Não,3,1,1,1,2
824,29,1252,4,3,2700,1,N,24,4,10,3,10,7,0,7,Não,1,1,1,2,2
825,58,286,3,2,19246,7,S,12,3,40,2,31,15,13,8,Sim,6,1,1,2,1
826,35,1258,4,3,2506,3,N,13,3,7,0,2,2,2,2,Não,1,1,1,1,1
827,42,932,2,4,6062,9,S,13,3,8,4,4,3,0,2,Não,3,1,1,1,2
828,28,890,3,3,4382,6,N,17,3,5,3,2,2,2,1,Não,1,1,1,2,1
829,36,1041,3,2,2143,4,N,13,3,8,2,5,2,0,4,Não,1,1,1,2,2
830,32,859,2,3,6162,1,N,12,3,14,3,14,13,6,8,Sim,3,1,1,1,2
832,40,720,2,3,5094,6,N,14,3,10,6,1,0,0,0,Não,2,1,2,2,1
833,30,946,2,4,6877,5,S,24,4,12,4,0,0,0,0,Não,3,1,1,1,1
834,45,252,2,3,2274,1,N,14,3,1,3,1,0,0,0,Não,1,1,1,1,1
836,42,933,3,2,4434,1,N,13,3,10,3,9,8,7,8,Sim,3,1,1,2,2
837,38,471,2,1,6288,2,N,15,3,13,3,4,3,1,2,Não,4,1,2,2,3
838,34,702,2,4,2553,1,N,16,3,6,3,5,2,1,3,Não,1,1,2,1,1
840,49,1184,3,4,7654,1,N,18,3,9,3,9,8,7,7,Sim,1,1,1,1,2
842,55,436,3,4,5160,4,N,16,3,12,3,9,7,7,3,Sim,1,1,1,2,1
843,43,589,3,1,17159,6,N,24,4,22,3,4,1,1,0,Não,6,1,1,2,2
844,27,269,2,4,12808,1,S,16,3,9,3,9,8,0,8,Não,6,1,1,2,3
845,35,950,3,3,10221,3,N,21,4,17,3,8,5,1,6,Não,3,1,1,2,1
846,28,760,3,2,4779,1,S,20,4,8,2,8,7,7,5,Sim,1,1,1,1,2
847,34,829,3,4,3737,0,N,19,3,4,1,3,2,0,2,Não,1,1,1,2,2
848,26,887,2,3,2366,1,S,14,3,8,2,8,7,1,7,Não,1,1,2,1,2
850,27,443,3,4,1706,1,N,11,3,0,6,0,0,0,0,Não,1,1,3,2,2
851,51,1318,3,3,16307,2,N,14,3,29,2,20,6,4,17,Não,5,1,1,1,2
852,44,625,3,2,5933,9,N,12,3,10,2,5,2,2,3,Não,4,1,1,2,1
854,25,180,4,1,3424,7,N,13,3,6,3,4,3,0,1,Não,1,1,1,2,1
855,33,586,4,1,4037,1,N,22,4,9,5,9,8,0,8,Não,1,1,1,2,3
856,35,1343,2,1,2559,1,N,11,3,6,3,6,5,1,1,Não,1,1,1,1,1
857,36,928,3,4,6201,1,S,14,3,18,1,18,14,4,11,Não,1,1,1,2,2
859,32,117,3,4,4403,2,N,11,3,8,3,5,2,0,3,Não,1,1,1,2,3
861,30,1012,2,4,3761,9,N,12,3,10,3,5,4,0,3,Não,1,1,2,2,3
862,53,661,2,4,10934,7,S,18,3,35,3,5,2,0,4,Não,1,1,1,1,2
864,45,930,3,1,10761,4,S,12,3,18,2,5,4,0,2,Não,1,1,1,2,3
865,32,638,4,3,5175,5,N,12,3,9,3,5,3,1,3,Não,1,1,1,1,2
867,52,890,2,4,13826,3,N,22,4,31,3,9,8,0,0,Não,3,1,2,1,2
868,37,342,2,3,6334,4,N,19,3,9,2,1,0,0,0,Não,1,1,1,2,3
869,28,1169,2,4,4936,1,N,13,3,6,6,5,1,0,4,Não,1,1,1,2,3
872,22,1230,2,4,4775,6,N,22,4,4,2,2,2,2,2,Não,3,1,1,2,2
874,44,986,4,4,2818,2,S,24,4,10,2,3,2,0,2,Não,2,1,1,2,2
875,42,1271,3,4,2515,5,S,14,3,8,2,2,1,2,2,Não,1,1,2,2,1
878,36,1278,2,1,2342,0,N,21,4,6,3,5,4,0,3,Não,1,1,1,2,2
879,25,141,3,1,4194,1,S,18,3,5,3,5,3,0,3,Não,1,1,1,2,2
880,35,607,2,3,10685,1,S,20,4,17,2,17,14,5,15,Sim,3,1,1,1,2
881,35,130,3,2,2022,1,S,19,3,10,3,10,2,7,8,Sim,1,1,2,1,3
882,32,300,3,4,2314,0,N,12,3,4,2,3,0,0,2,Não,2,1,3,2,3
885,25,583,2,1,4256,1,N,12,3,5,1,5,2,0,3,Não,1,1,1,2,2
887,49,1418,3,1,3580,2,N,16,3,7,2,4,2,0,2,Não,1,1,1,1,2
888,24,1269,2,4,3162,0,N,17,3,6,2,5,2,3,4,Não,2,1,3,2,2
889,32,379,3,2,6524,1,N,14,3,10,3,10,8,5,3,Sim,1,1,2,2,2
893,38,395,2,2,2899,0,N,19,3,3,3,2,2,1,2,Não,5,1,1,2,2
894,42,1265,4,4,5231,2,S,13,3,17,1,5,3,1,3,Não,2,1,1,1,2
895,31,1222,3,4,2356,3,S,19,3,8,2,6,4,0,2,Não,1,1,1,2,2
896,29,341,2,3,2800,6,S,19,3,5,3,3,2,0,2,Não,5,1,1,1,3
897,53,868,3,4,11836,5,N,14,3,28,3,2,0,2,2,Não,1,1,1,2,2
899,35,672,2,2,10903,3,N,16,3,16,2,13,10,4,8,Não,3,1,1,2,2
900,37,1231,3,4,2973,5,N,15,3,10,3,5,4,0,0,Não,5,1,2,1,2
901,53,102,3,4,14275,6,N,18,3,33,0,12,9,3,8,Não,6,1,1,1,1
902,43,422,3,4,5562,4,N,13,3,12,2,5,2,2,2,Não,4,1,2,1,2
903,47,249,3,4,4537,0,S,22,4,8,2,7,6,7,7,Sim,1,1,1,1,2
904,37,1252,3,2,7642,1,S,13,3,10,2,10,0,0,9,Não,1,1,3,2,1
905,50,881,3,1,17924,1,N,11,3,31,3,31,6,14,7,Sim,5,1,3,2,3
909,39,1383,2,4,5204,8,N,11,3,13,2,5,4,0,4,Não,1,1,1,1,2
910,33,1075,3,2,2277,3,S,11,3,7,4,4,3,0,3,Não,1,1,1,2,3
911,32,374,3,4,2795,1,S,24,4,1,2,1,0,0,1,Não,2,1,1,2,1
912,29,1086,2,4,2532,6,N,14,3,8,5,4,3,0,3,Não,2,1,1,1,3
913,44,661,3,1,2559,1,S,13,3,8,0,8,7,7,1,Sim,1,1,1,2,2
916,28,821,3,4,4908,1,N,14,3,4,3,4,2,0,2,Não,1,1,1,2,1
918,58,781,2,4,2380,9,S,14,3,3,3,1,0,0,0,Não,2,1,2,2,3
920,43,177,3,2,4765,4,N,21,4,4,2,1,0,0,0,Não,3,1,1,1,3
922,20,500,2,3,2044,1,N,13,3,2,3,2,2,0,2,Não,5,1,1,1,1
923,21,1427,3,4,2693,1,N,19,3,1,3,1,0,0,0,Não,1,1,1,1,1
924,36,1425,3,4,6586,0,S,17,3,17,2,16,8,4,11,Não,4,1,1,2,2
925,47,1454,2,4,3294,1,S,18,3,3,3,3,2,1,2,Não,5,1,1,1,1
926,22,617,3,3,4171,0,S,19,3,4,3,3,2,0,2,Não,3,1,1,1,2
927,41,1085,1,4,2778,4,S,13,3,10,1,7,7,1,0,Não,2,1,1,1,3
930,28,995,3,3,2377,5,N,18,3,6,2,2,2,2,2,Não,1,1,1,1,3
932,39,1122,3,1,2404,7,S,21,4,8,2,2,2,2,2,Não,2,1,1,2,2
933,27,618,3,3,2318,1,N,19,3,1,2,1,1,0,0,Não,1,1,1,1,1
934,34,546,3,2,2008,1,N,14,3,1,3,1,0,1,0,Não,2,1,1,2,3
936,42,462,2,3,6244,7,N,17,3,10,6,5,4,0,3,Não,1,1,1,1,1
939,33,1198,2,1,2799,3,S,11,3,6,1,3,2,0,2,Não,1,1,1,2,1
940,58,1272,2,2,10552,2,S,13,3,24,3,6,0,0,4,Não,4,1,1,1,3
941,31,154,2,3,2329,3,N,15,3,13,2,7,7,5,2,Sim,5,1,1,2,2
942,35,1137,3,4,4014,1,S,25,4,10,2,10,6,0,7,Não,4,1,1,1,2
944,49,527,3,2,7403,4,N,11,3,29,3,26,9,1,7,Não,2,1,1,1,2
945,48,1469,3,3,2259,4,N,17,3,13,2,0,0,0,0,Não,1,1,1,2,2
947,31,1188,3,3,6932,1,N,13,3,9,2,9,8,0,0,Não,1,1,3,1,2
949,36,188,3,4,4678,2,N,18,3,8,6,6,2,0,1,Não,1,1,1,2,1
950,38,1333,3,1,13582,1,N,13,3,15,3,15,12,5,11,Sim,6,1,1,1,2
951,32,1184,2,2,2332,6,N,20,4,5,3,3,0,0,2,Não,2,1,3,1,2
952,25,867,2,2,2413,1,S,18,3,1,2,1,0,0,0,Não,5,1,1,2,2
954,40,658,2,2,9705,2,N,12,3,11,2,1,0,0,0,Não,1,1,1,2,3
956,26,1283,2,1,4294,1,N,12,3,7,2,7,7,0,7,Não,1,1,2,2,1
957,41,263,3,1,4721,2,S,13,3,20,3,18,13,2,17,Não,2,1,1,2,1
958,36,938,3,3,2519,4,N,21,4,16,6,11,8,3,9,Não,2,1,1,2,1
959,19,419,2,2,2121,1,S,13,3,1,3,1,0,0,0,Não,5,1,1,2,1
960,20,129,3,1,2973,1,N,19,3,1,2,1,0,0,0,Não,2,1,1,2,1
961,31,616,3,4,5855,0,S,11,3,10,2,9,7,8,5,Sim,4,1,1,1,2
964,40,1469,3,2,3617,8,S,14,3,3,2,1,1,0,0,Não,1,1,2,2,3
966,32,498,3,1,6725,1,N,12,3,8,2,8,7,6,3,Sim,3,1,1,1,2
967,36,530,2,4,10325,1,S,11,3,16,6,16,7,3,7,Não,1,1,1,2,2
969,33,1069,2,4,6949,0,N,14,3,6,3,5,0,1,4,Não,4,1,1,1,1
970,37,625,2,3,10609,5,N,11,3,17,2,14,1,11,7,Sim,1,1,1,2,2
972,45,805,3,2,4447,1,N,12,3,9,5,9,7,0,8,Não,2,1,3,2,2
974,29,1404,3,4,2157,1,N,15,3,3,5,3,1,0,2,Não,5,1,2,1,2
975,35,1219,3,3,4601,1,N,16,3,5,3,5,2,1,0,Não,1,1,1,1,2
976,52,1053,3,4,17099,2,N,15,3,26,2,9,8,7,8,Sim,5,1,1,2,2
977,58,289,3,3,2479,4,N,24,4,7,4,1,0,0,0,Não,1,1,1,2,1
981,53,1376,3,3,14852,6,N,13,3,22,3,17,13,15,2,Sim,5,1,1,2,3
982,30,231,3,3,7264,5,N,11,3,10,2,8,4,7,7,Sim,1,1,1,2,3
983,38,152,3,4,5666,1,S,13,3,6,1,5,3,1,3,Não,1,1,3,1,1
984,35,882,3,4,7823,6,N,13,3,12,2,10,9,0,8,Não,1,1,1,2,3
985,39,903,4,3,7880,0,N,18,3,9,3,8,7,0,7,Não,1,1,1,2,1
986,40,1479,4,2,13194,4,S,16,3,22,2,1,0,0,0,Não,1,1,3,1,1
987,47,1379,4,3,5067,1,S,19,3,20,3,19,10,2,7,Não,3,1,2,2,3
990,36,1229,3,4,5079,4,N,13,3,12,3,7,7,0,7,Não,1,1,3,2,3
991,31,335,2,1,2321,0,S,22,4,4,0,3,2,1,2,Não,1,1,3,2,1
992,33,722,3,3,17444,1,N,11,3,10,2,10,8,6,0,Sim,5,1,3,2,1
994,29,906,2,1,2404,6,S,20,4,3,5,0,0,0,0,Não,1,1,1,1,1
995,33,461,3,4,3452,3,N,18,3,5,4,3,2,0,2,Não,1,1,1,1,1
996,45,974,3,4,2270,3,N,14,3,8,2,5,3,0,2,Não,2,1,1,1,3
997,50,1126,3,4,17399,9,N,22,4,32,1,5,4,1,3,Não,6,1,1,2,3
998,33,827,4,2,5488,1,S,13,3,6,2,6,5,1,2,Não,4,1,2,1,2
999,41,840,3,3,19419,2,N,17,3,21,2,18,16,0,11,Não,6,1,2,2,3
1001,27,1134,3,2,2811,9,N,14,3,4,2,2,2,2,2,Não,2,1,1,1,2
1002,45,248,3,1,3633,1,S,15,3,9,2,9,8,0,8,Não,2,1,3,2,2
1003,47,955,3,4,4163,1,S,17,3,9,0,9,0,0,7,Não,1,1,1,1,1
1004,30,138,3,3,2132,4,S,11,3,7,2,5,2,0,1,Não,1,1,1,1,2
1005,50,939,3,3,13973,3,S,18,3,22,2,12,11,1,5,Não,3,1,1,2,2
1006,38,1391,3,3,2684,0,N,17,3,3,0,2,1,0,2,Não,1,1,2,2,2
1007,46,566,3,3,10845,6,N,13,3,13,3,8,7,0,7,Não,3,1,1,2,3
1009,24,1206,2,3,4377,1,N,15,3,5,6,4,2,3,2,Não,3,1,1,1,3
1010,35,622,2,2,3743,1,S,24,4,5,2,4,2,0,2,Não,2,1,1,2,3
1011,31,853,3,1,4148,1,N,12,3,4,1,4,3,0,3,Não,3,1,2,1,2
1012,18,287,3,4,1051,1,N,15,3,0,2,0,0,0,0,Não,1,1,3,2,1
1013,54,1441,3,3,10739,8,N,11,3,22,2,10,7,0,8,Não,3,1,1,1,2
1014,35,583,3,3,10388,1,S,11,3,16,3,16,10,10,1,Sim,4,1,1,1,3
1015,30,153,4,1,11416,0,S,12,3,9,4,8,7,1,7,Não,6,1,1,1,2
1016,20,1097,2,1,2600,1,S,15,3,1,2,1,0,0,0,Não,1,1,1,1,1
1017,30,109,3,2,2422,0,N,17,3,4,3,3,2,1,2,Não,2,1,2,1,1
1018,26,1066,4,4,5472,1,N,12,3,8,2,8,7,1,3,Não,3,1,1,2,2
1019,22,217,1,1,2451,1,N,15,3,4,3,4,3,1,1,Não,2,1,1,2,2
1022,48,277,2,3,4240,2,N,13,3,19,0,2,2,2,2,Não,4,1,1,2,1
1024,48,1355,2,3,10999,7,N,14,3,27,3,15,11,4,8,Não,4,1,1,2,1
1025,41,549,3,3,5003,6,N,14,3,8,6,2,2,2,1,Não,3,1,1,1,1
1026,39,466,2,4,12742,1,N,16,3,21,3,21,6,11,8,Sim,3,1,1,1,2
1027,27,1055,3,4,4227,0,N,18,3,4,2,3,2,2,2,Não,3,1,1,1,2
1028,35,802,3,4,3917,1,N,20,4,3,4,3,2,1,2,Não,2,1,1,2,3
1029,42,265,3,3,18303,6,N,13,3,21,3,1,0,0,0,Não,5,1,1,2,2
1030,50,804,3,4,2380,4,N,18,3,8,5,1,0,0,0,Não,2,1,1,2,2
1032,59,715,2,4,13726,3,S,13,3,30,4,5,3,4,3,Não,3,1,1,1,1
1033,37,1141,1,2,4777,5,N,15,3,15,2,1,0,0,0,Não,4,1,1,1,2
1034,55,135,3,2,6385,3,S,14,3,17,3,8,7,6,7,Sim,4,1,2,2,2
1035,41,247,1,3,19973,1,N,22,4,21,3,21,16,5,10,Sim,6,1,3,1,3
1036,38,1035,3,4,6861,8,S,12,3,19,1,1,0,0,0,Não,1,1,1,2,1
1037,26,265,1,1,4969,8,N,18,3,7,6,2,2,2,2,Não,1,1,3,2,1
1038,52,266,1,4,19845,1,N,15,3,33,3,32,14,6,9,Sim,5,1,1,1,2
1039,44,1448,4,4,13320,3,S,18,3,23,2,12,11,11,11,Sim,1,1,1,1,2
1040,50,145,3,3,6347,0,N,12,3,19,3,18,7,0,13,Não,1,1,3,1,2
1042,36,885,4,1,2743,1,N,16,3,18,1,17,13,15,14,Sim,2,1,1,1,1
1043,39,945,3,1,10880,1,S,13,3,21,2,21,6,2,8,Não,3,1,2,1,1
1044,33,1038,2,4,2342,0,N,19,3,3,2,2,2,2,2,Não,5,1,3,1,1
1045,45,1234,3,4,17650,3,N,13,3,26,4,9,3,1,1,Não,5,1,1,1,2
1046,32,1109,3,3,4025,9,N,12,3,10,2,8,7,7,7,Sim,2,1,3,1,1
1047,34,216,4,4,9725,0,N,11,3,16,2,15,1,0,9,Não,1,1,1,2,3
1048,59,1089,3,4,11904,3,S,14,3,14,1,6,4,0,4,Não,5,1,1,2,2
1049,45,788,3,2,2177,1,N,16,3,6,3,6,3,0,4,Não,1,1,1,2,1
1050,53,124,2,2,7525,2,N,12,3,30,2,15,7,6,12,Sim,1,1,2,1,2
1052,36,660,3,3,4834,7,N,14,3,9,3,1,0,0,0,Não,2,1,1,2,3
1053,26,342,3,1,2042,6,S,14,3,6,2,3,2,1,2,Não,1,1,2,2,2
1055,34,1333,3,3,2220,1,S,19,3,1,2,1,1,0,0,Não,5,1,1,1,2
1056,28,1144,3,2,1052,1,N,22,4,1,5,1,0,0,0,Não,5,1,1,2,2
1060,38,1186,3,3,2821,3,N,16,3,8,2,2,2,2,2,Não,1,1,2,2,2
1061,50,1464,3,3,19237,2,S,11,3,29,2,8,1,7,7,Sim,6,1,1,2,2
1062,37,124,3,2,4107,3,N,15,3,8,3,4,3,0,1,Não,4,1,1,1,1
1066,40,300,3,1,8396,1,N,14,3,8,3,7,7,7,5,Sim,1,1,1,2,2
1068,26,921,2,3,2007,1,N,13,3,5,5,5,3,1,3,Não,1,1,2,1,3
1069,46,430,3,4,19627,9,N,17,3,23,0,2,2,2,2,Não,6,1,1,2,3
1070,54,1082,2,3,10686,6,N,11,3,13,4,9,4,7,0,Sim,1,1,1,1,2
1071,56,1240,3,3,2942,2,N,19,3,18,4,5,4,0,3,Não,1,1,2,1,2
1073,36,796,2,4,8858,0,N,11,3,15,2,14,8,7,8,Sim,3,1,1,1,1
1074,55,444,2,1,16756,7,N,15,3,31,3,9,7,6,2,Sim,5,1,3,2,1
1076,43,415,2,4,10798,5,N,13,3,18,5,1,0,0,0,Não,1,1,1,2,3
1077,20,769,3,4,2323,1,S,14,3,2,3,2,2,0,2,Não,5,1,2,1,1
1079,21,1334,2,1,1416,1,N,13,3,1,6,1,0,1,0,Não,2,1,1,1,1
1080,46,1003,2,1,4615,8,S,23,4,19,2,16,13,1,7,Não,1,1,1,1,3
1081,51,1323,3,3,2461,9,S,12,3,18,2,10,0,2,7,Não,1,1,1,2,2
1082,28,1366,2,1,8722,1,N,12,3,10,2,10,7,1,9,Não,4,1,3,2,1
1083,26,192,2,1,3955,1,N,16,3,6,2,5,3,1,3,Não,2,1,1,2,2
1084,30,1176,3,1,9957,0,N,15,3,7,1,6,2,0,2,Não,3,1,1,2,2
1085,41,509,4,3,3376,1,N,13,3,10,3,10,6,0,8,Não,1,1,1,1,2
1088,38,330,2,3,8823,0,N,18,3,20,4,19,9,1,9,Não,4,1,1,1,2
1092,40,1492,3,4,10322,4,N,20,4,14,6,11,10,11,1,Sim,4,1,1,2,2
1094,27,1277,1,3,4621,1,N,19,3,3,4,3,2,1,2,Não,2,1,3,2,2
1096,55,1091,3,2,10976,3,N,18,3,23,4,3,2,1,2,Não,3,1,2,2,2
1097,28,857,3,3,3660,3,N,13,3,10,4,8,7,1,7,Não,1,1,1,1,1
1098,44,1376,2,1,10482,9,N,14,3,24,1,20,6,3,6,Não,1,1,1,2,2
1099,33,654,2,4,7119,4,N,15,3,9,2,3,2,1,2,Não,4,1,1,2,3
1100,35,1204,3,1,9582,0,S,22,4,9,2,8,7,4,7,Não,1,1,1,2,1
1101,33,827,2,3,4508,1,N,22,4,14,4,13,7,3,8,Não,1,1,2,1,1
1102,28,895,3,3,2207,1,N,16,3,4,5,4,2,2,2,Não,2,1,1,2,3
1103,34,618,3,4,7756,0,N,17,3,7,1,6,2,0,4,Não,4,1,2,2,1
1105,37,309,2,4,6694,2,S,14,3,8,5,1,0,0,0,Não,1,1,1,1,3
1106,25,1219,3,4,3691,1,S,15,3,7,3,7,7,5,6,Sim,2,1,1,2,2
1107,26,1330,3,3,2377,1,N,20,4,1,0,1,1,0,0,Não,2,1,1,2,3
1108,33,1017,2,2,2313,4,S,20,4,5,0,2,2,2,2,Não,1,1,1,2,1
1109,42,469,3,1,17665,0,N,17,3,23,3,22,6,13,7,Sim,5,1,1,2,2
1111,28,1009,2,2,2596,1,N,15,3,1,2,1,0,0,0,Não,2,1,2,2,3
1113,50,959,3,3,4728,3,S,14,3,5,4,0,0,0,0,Não,1,1,2,2,1
1114,33,970,3,2,4302,0,N,17,3,4,3,3,2,0,2,Não,1,1,2,1,2
1115,34,697,2,4,2979,3,N,17,3,6,2,0,0,0,0,Não,1,1,3,2,2
1116,48,1262,4,4,16885,2,N,22,4,27,3,5,4,2,1,Não,5,1,3,2,1
1117,45,1050,2,3,5593,1,N,13,3,15,2,15,10,4,12,Não,1,1,3,1,2
1118,52,994,3,2,10445,7,N,19,3,18,4,8,6,4,0,Não,4,1,1,2,1
1119,38,770,2,3,8740,0,S,14,3,9,2,8,7,2,7,Não,1,1,1,2,3
1120,29,1107,3,4,2514,4,N,22,4,11,1,7,5,1,7,Não,1,1,1,1,3
1121,28,950,3,2,7655,0,N,17,3,10,3,9,7,1,7,Não,3,1,1,1,3
1124,46,406,3,3,17465,3,N,12,3,23,3,12,9,4,9,Não,5,1,1,2,2
1125,38,130,3,2,7351,7,N,16,3,10,2,1,0,0,0,Não,1,1,1,2,1
1126,43,1082,3,1,10820,8,N,11,3,18,1,8,7,0,1,Não,3,1,2,1,2
1127,39,203,3,4,12169,7,N,11,3,21,4,18,7,11,5,Sim,4,1,2,2,3
1128,40,1308,2,3,19626,1,N,14,3,21,2,20,7,4,9,Não,6,1,1,2,1
1131,21,984,2,2,2070,1,S,11,3,2,6,2,2,2,2,Não,1,1,1,1,1
1132,39,439,3,2,6782,9,N,15,3,9,2,5,4,0,3,Não,2,1,3,2,1
1133,36,217,3,4,7779,2,N,20,4,18,0,11,9,0,9,Não,3,1,3,2,1
1135,31,793,4,4,2791,0,N,12,3,3,4,2,2,2,2,Não,5,1,2,2,2
1136,28,1451,2,2,3201,0,N,17,3,6,2,5,3,0,4,Não,1,1,1,2,2
1137,35,1182,3,4,4968,1,N,11,3,5,3,5,2,0,2,Não,1,1,2,2,3
1138,49,174,2,2,13120,6,N,17,3,22,3,9,8,2,3,Não,1,1,1,2,2
1140,34,1003,3,3,4033,2,N,11,3,5,3,3,2,0,2,Não,3,1,2,2,1
1143,29,490,3,2,3291,0,N,14,3,8,2,7,5,1,1,Não,1,1,2,1,3
1148,42,188,1,4,4272,4,N,19,3,16,3,1,0,0,0,Não,2,1,1,2,1
1150,29,718,2,4,5056,1,S,15,3,10,2,10,7,1,2,Não,3,1,1,2,2
1152,38,433,4,3,2844,1,N,13,3,7,2,7,6,5,0,Sim,1,1,1,2,2
1154,28,773,2,3,2703,1,S,14,3,3,2,3,1,0,2,Não,1,1,2,2,3
1156,18,247,3,3,1904,1,N,12,3,0,0,0,0,0,0,Não,2,1,3,2,1
1157,33,603,3,1,8224,0,S,17,3,6,3,5,2,0,3,Não,1,1,1,1,1
1158,41,167,3,4,4766,3,S,11,3,6,4,1,0,0,0,Não,2,1,1,2,2
1160,31,874,3,3,2610,1,N,12,3,2,5,2,2,2,2,Não,2,1,2,2,2
1161,37,367,2,4,5731,7,N,13,3,9,2,6,2,1,3,Não,4,1,1,1,3
1162,27,199,2,3,2539,1,N,13,3,4,0,4,2,2,2,Não,1,1,1,2,2
1163,34,1400,3,3,5714,1,N,20,4,6,3,6,5,1,3,Não,1,1,1,1,2
1164,35,528,3,3,4323,1,N,17,3,6,2,5,4,1,4,Não,1,1,1,2,1
1165,29,408,2,1,7336,1,N,13,3,11,3,11,8,3,10,Não,1,1,1,1,2
1166,40,593,3,3,13499,9,N,17,3,20,3,18,7,2,13,Não,6,1,2,1,1
1167,42,481,3,1,13758,0,S,12,3,22,2,21,9,13,14,Sim,1,1,2,2,1
1171,42,647,3,1,5155,7,N,13,3,9,3,6,4,1,5,Não,1,1,1,2,1
1172,35,982,2,3,2258,6,N,12,3,10,2,8,0,1,7,Não,2,1,1,2,2
1173,24,477,3,2,3597,8,N,22,4,6,2,4,3,1,2,Não,2,1,1,2,1
1175,28,1485,3,4,2515,1,S,11,3,1,4,1,1,0,0,Não,2,1,1,1,2
1177,26,1384,4,4,4420,1,N,22,4,8,2,8,7,0,7,Não,2,1,1,2,2
1179,30,852,2,3,6578,1,N,18,3,10,3,10,3,1,4,Não,1,1,1,2,2
1180,40,902,2,4,4422,3,S,13,3,16,3,1,1,0,0,Não,1,1,2,1,2
1182,35,819,2,2,10274,2,N,18,3,15,2,7,7,6,4,Sim,3,1,1,2,3
1184,34,669,2,1,5343,0,N,20,4,14,3,13,9,4,9,Não,4,1,2,2,1
1185,35,636,2,4,2376,1,N,13,3,2,2,2,2,2,2,Não,2,1,2,2,2
1188,43,1372,1,3,5346,8,N,13,3,7,2,4,3,1,3,Não,1,1,1,1,1
1190,32,862,3,1,2827,1,N,12,3,1,3,1,0,0,0,Não,5,1,3,1,3
1191,56,718,3,1,19943,4,N,13,3,28,2,5,2,4,2,Não,5,1,1,1,3
1192,29,1401,3,4,3131,1,N,13,3,10,5,10,8,0,8,Não,2,1,1,1,2
1193,19,645,3,1,2552,1,N,25,4,1,4,1,1,0,0,Não,1,1,1,2,1
1195,45,1457,3,3,4477,4,S,19,3,7,2,3,2,0,2,Não,1,1,1,1,2
1196,37,977,2,4,6474,1,N,13,3,14,2,14,8,3,11,Não,3,1,1,1,2
1198,20,805,2,3,3033,1,N,12,3,2,2,2,2,1,2,Não,2,1,1,2,1
1200,44,1097,3,3,2936,1,S,11,3,6,4,6,4,0,2,Não,1,1,1,2,1
1201,53,1223,3,3,18606,3,N,18,3,26,6,7,7,4,7,Não,5,1,1,1,3
1202,29,942,1,4,2168,0,S,18,3,6,2,5,4,1,3,Não,1,1,1,1,2
1203,22,1256,2,4,2853,0,S,11,3,1,5,0,0,0,0,Não,1,1,2,2,2
1204,46,1402,3,1,17048,8,N,23,4,28,2,26,15,15,9,Sim,5,1,1,1,2
1206,44,111,1,3,2290,2,N,13,3,6,3,0,0,0,0,Não,1,1,3,2,1
1207,33,147,3,3,3600,1,N,13,3,5,2,5,4,1,4,Não,1,1,1,2,2
1210,41,906,2,1,2107,6,N,17,3,5,2,1,0,0,0,Não,1,1,3,2,3
1211,30,1329,3,1,4115,8,N,19,3,8,3,4,3,0,3,Não,1,1,1,2,3
1212,40,1184,3,2,4327,5,N,12,3,5,2,0,0,0,0,Não,1,1,2,2,2
1215,50,1421,3,1,17856,2,N,22,4,32,3,2,2,2,2,Não,5,1,2,1,2
1216,28,1179,2,1,3196,1,N,12,3,6,2,6,5,3,3,Não,2,1,1,2,2
1217,46,1450,3,2,19081,5,N,11,3,25,2,4,2,0,3,Não,6,1,1,2,2
1218,35,1361,3,1,8966,3,S,15,3,15,2,7,7,1,7,Não,1,1,1,2,2
1219,24,984,3,2,2210,1,N,13,3,1,3,1,0,0,0,Não,2,1,1,1,2
1220,33,1146,3,3,4539,1,N,12,3,10,3,10,7,0,1,Não,1,1,2,1,2
1221,36,917,1,3,2741,1,N,14,3,7,4,7,7,1,7,Não,2,1,1,2,3
1224,30,853,3,3,3491,1,N,13,3,10,4,10,7,8,9,Sim,2,1,1,2,3
